Latitude,Longitude,StationID,demand_tpd,Production_Type,ProductionCapacity_tpd,ProductionCost_perDay,CO2_Emitted_tpd,CO2_Captured_tpd,DeliveredCost_usd_per_kg,Mode,Scenario_TotalCost_perDay,ScenarioID,StationCount,Constraint,Estimated_dispensed_cost
38.525,-121.463,11536,9.999732003800569,electrolyzerExisting,11.026324127197183,115405.6859752989,0.0,0.0,3000.0,Onsite,1777651.9566601738,H2LA_Station_Opt_Geotab_FCEV70kg_0To8000mi_30stations_5stDist,30,electrolysis,$4.00 - $7.00/kg
38.525,-121.463,11536,9.999732003800569,electrolyzerExisting,11.026324127197183,115405.6859752989,0.0,0.0,3000.0,Pipeline,1777651.9566601738,H2LA_Station_Opt_Geotab_FCEV70kg_0To8000mi_30stations_5stDist,30,electrolysis,$4.00 - $7.00/kg
33.945,-118.291,12678,9.994198701745114,electrolyzerExisting,11.02022276522218,115341.82680918094,0.0,0.0,3000.0,Onsite,1777651.9566601738,H2LA_Station_Opt_Geotab_FCEV70kg_0To8000mi_30stations_5stDist,30,electrolysis,$4.00 - $7.00/kg
33.945,-118.291,12678,9.994198701745114,electrolyzerExisting,11.02022276522218,115341.82680918094,0.0,0.0,3000.0,Pipeline,1777651.9566601738,H2LA_Station_Opt_Geotab_FCEV70kg_0To8000mi_30stations_5stDist,30,electrolysis,$4.00 - $7.00/kg
37.812,-121.294,14201,10.008496091149013,electrolyzerExisting,11.035987946521702,115506.83116978276,0.0,0.0,3000.0,Onsite,1777651.9566601738,H2LA_Station_Opt_Geotab_FCEV70kg_0To8000mi_30stations_5stDist,30,electrolysis,$4.00 - $7.00/kg
37.954,-121.271,14295,9.999816867185777,electrolyzerExisting,11.02641770860092,115406.66543372658,0.0,0.0,3000.0,Onsite,1777651.9566601738,H2LA_Station_Opt_Geotab_FCEV70kg_0To8000mi_30stations_5stDist,30,electrolysis,$4.00 - $7.00/kg
37.954,-121.271,14295,9.999816867185777,electrolyzerExisting,11.02641770860092,115406.66543372658,0.0,0.0,3000.0,Pipeline,1777651.9566601738,H2LA_Station_Opt_Geotab_FCEV70kg_0To8000mi_30stations_5stDist,30,electrolysis,$4.00 - $7.00/kg
34.07,-117.37,15891,9.998871283836175,electrolyzerExisting,11.025375048854064,115395.75251785824,0.0,0.0,3000.0,Onsite,1777651.9566601738,H2LA_Station_Opt_Geotab_FCEV70kg_0To8000mi_30stations_5stDist,30,electrolysis,$4.00 - $7.00/kg
34.257,-110.024,4395,1.1074802611903456,electrolyzer,0.999999980492884,5271.707064444388,3.509999931530023,0.0,4500.0,Onsite,1777651.9566601738,H2LA_Station_Opt_Geotab_FCEV70kg_0To8000mi_30stations_5stDist,30,electrolysis,$5.50 - $8.50/kg
34.257,-110.024,4395,1.1074802611903456,electrolyzerExisting,1.0,2188.244469471229,0.0,0.0,4500.0,Onsite,1777651.9566601738,H2LA_Station_Opt_Geotab_FCEV70kg_0To8000mi_30stations_5stDist,30,electrolysis,$5.50 - $8.50/kg
32.273,-107.714,71615,9.931175645699398,electrolyzer,10.95072964345297,43297.99520798558,38.43706104851992,0.0,2000.0,Onsite,1777651.9566601738,H2LA_Station_Opt_Geotab_FCEV70kg_0To8000mi_30stations_5stDist,30,electrolysis,$3.00 - $6.00/kg
34.946,-104.637,72146,9.818882144888,electrolyzerExisting,11.018119130281686,45411.96088100053,0.0,0.0,1500.0,Onsite,1777651.9566601738,H2LA_Station_Opt_Geotab_FCEV70kg_0To8000mi_30stations_5stDist,30,electrolysis,$2.50 - $5.50/kg
38.054,-122.155,8266,9.973356340433536,electrolyzerExisting,10.997240686150658,115101.28766215502,0.0,0.0,3000.0,Onsite,1777651.9566601738,H2LA_Station_Opt_Geotab_FCEV70kg_0To8000mi_30stations_5stDist,30,electrolysis,$4.00 - $7.00/kg
33.152,-96.287,95977,7.46549201611862,electrolyzerExisting,8.231914085574346,37566.3298913374,0.0,0.0,1000.0,Onsite,1777651.9566601738,H2LA_Station_Opt_Geotab_FCEV70kg_0To8000mi_30stations_5stDist,30,electrolysis,$2.00 - $5.00/kg
29.497,-98.399,96569,9.999298921793994,electrolyzerExisting,11.025626936917345,50315.4350817249,0.0,0.0,1000.0,Onsite,1777651.9566601738,H2LA_Station_Opt_Geotab_FCEV70kg_0To8000mi_30stations_5stDist,30,electrolysis,$2.00 - $5.00/kg
30.744,-98.233,98497,10.028571780540965,electrolyzer,11.058124651772337,47869.89647136817,38.81401752772089,0.0,1000.0,Onsite,1777651.9566601738,H2LA_Station_Opt_Geotab_FCEV70kg_0To8000mi_30stations_5stDist,30,electrolysis,$2.00 - $5.00/kg
32.856,-96.768,99018,10.017126856327891,electrolyzerExisting,11.045504767976464,50406.14753952372,0.0,0.0,1000.0,Onsite,1777651.9566601738,H2LA_Station_Opt_Geotab_FCEV70kg_0To8000mi_30stations_5stDist,30,electrolysis,$2.00 - $5.00/kg
32.648,-96.883,99189,9.99880337867006,electrolyzerExisting,11.025300167305778,50313.943869000985,0.0,0.0,1000.0,Onsite,1777651.9566601738,H2LA_Station_Opt_Geotab_FCEV70kg_0To8000mi_30stations_5stDist,30,electrolysis,$2.00 - $5.00/kg
